-0.82428886,-0.449685889,-0.245064891,-0.242614242
-0.816563627,-0.449695426,-0.245207885,-0.247659964
-0.811100303,-0.449704937,-0.245351022,-0.260072083
-0.806876386,-0.449714423,-0.245494303,-0.223399816
-0.803436426,-0.449723882,-0.245637729,-0.221073956
-0.800537473,-0.449733315,-0.245781299,-0.223660982
-0.798034507,-0.449742722,-0.245925013,-0.265599014
-0.795833986,-0.449752103,-0.246068873,-0.248529562
-0.793872043,-0.449761458,-0.246212878,-0.246212878
-0.792103122,-0.449770787,-0.246357027,-0.226648465
-0.790493586,-0.449780089,-0.246501323,-0.263756416
-0.789017892,-0.449789365,-0.246645764,-0.231847018
-0.787656185,-0.449798614,-0.246790351,-0.229515026
-0.786392724,-0.449807837,-0.246935084,-0.227180277
-0.785214821,-0.449817034,-0.247079964,-0.229784367
-0.784112095,-0.449826204,-0.24722499,-0.262058489
-0.783075951,-0.449835348,-0.247370162,-0.222633146
-0.782099186,-0.449844465,-0.247515482,-0.245040327
-0.781175708,-0.449853555,-0.247660949,-0.255090777
-0.780300316,-0.449862619,-0.247806564,-0.240372367
-0.779468536,-0.449871656,-0.247952326,-0.242993279
-0.778676491,-0.449880667,-0.248098236,-0.233212342
-0.7779208,-0.44988965,-0.248244293,-0.233349635
-0.777198493,-0.449898607,-0.2483905,-0.27322955
-0.776506954,-0.449907536,-0.248536854,-0.223683169
-0.77584386,-0.449916439,-0.248683358,-0.23624919
-0.775207144,-0.449925315,-0.24883001,-0.24883001
-0.774594954,-0.449934164,-0.248976811,-0.226568898
-0.774005629,-0.449942986,-0.249123762,-0.244141287
-0.77343767,-0.44995178,-0.249270862,-0.27170524
-0.772889721,-0.449960548,-0.249418112,-0.231958844
-0.772360551,-0.449969288,-0.249565513,-0.239582892
-0.77184904,-0.449978001,-0.249713063,-0.232233149
-0.771354165,-0.449986687,-0.249860764,-0.234869118
-0.77087499,-0.449995345,-0.250008615,-0.24000827
-0.770410654,-0.450003976,-0.250156617,-0.240150352
-0.769960368,-0.45001258,-0.250304771,-0.225274294
-0.769523401,-0.450021156,-0.250453076,-0.265480261
-0.769099081,-0.450029705,-0.250601532,-0.238071455
-0.768686784,-0.450038226,-0.25075014,-0.230690129
-0.76828593,-0.450046719,-0.2508989,-0.248389911
-0.767895983,-0.450055185,-0.251047812,-0.243516378
-0.76751644,-0.450063623,-0.251196877,-0.246172939
-0.767146836,-0.450072034,-0.251346095,-0.256373017
-0.766786734,-0.450080416,-0.251495465,-0.236405737
-0.766435727,-0.450088771,-0.251644988,-0.259194338
-0.76609343,-0.450097098,-0.251794665,-0.229133145
-0.765759487,-0.450105397,-0.251944495,-0.246905605
-0.765433561,-0.450113668,-0.252094479,-0.272262037
-0.765115333,-0.450121911,-0.252244618,-0.27746908
-0.764804507,-0.450130126,-0.25239491,-0.270062554
-0.764500801,-0.450138313,-0.252545357,-0.252545357
-0.764203948,-0.450146472,-0.252695958,-0.247642039
-0.763913699,-0.450154602,-0.252846715,-0.268017518
-0.763629815,-0.450162705,-0.252997626,-0.273237436
-0.763352073,-0.450170779,-0.253148693,-0.268337615
-0.763080258,-0.450178825,-0.253299916,-0.233035923
-0.762814169,-0.450186842,-0.253451294,-0.278796423
-0.762553614,-0.450194831,-0.253602829,-0.235850631
-0.762298411,-0.450202791,-0.25375452,-0.241066794
-0.762048385,-0.450210723,-0.253906367,-0.231054794
-0.761803372,-0.450218627,-0.254058371,-0.241355452
-0.761563215,-0.450226502,-0.254210532,-0.256752637
-0.761327762,-0.450234348,-0.254362851,-0.246731965
-0.761096872,-0.450242165,-0.254515326,-0.254515326
-0.760870408,-0.450249954,-0.25466796,-0.231747844
-0.760648238,-0.450257714,-0.254820751,-0.239531506
-0.760430238,-0.450265445,-0.254973701,-0.262622912
-0.760216288,-0.450273147,-0.255126809,-0.229614128
-0.760006274,-0.450280821,-0.255280076,-0.260385678
-0.759800086,-0.450288465,-0.255433501,-0.265650841
-0.759597619,-0.45029608,-0.255587086,-0.240251861
-0.759398772,-0.450303667,-0.25574083,-0.263413055
-0.759203449,-0.450311224,-0.255894734,-0.261012629
-0.759011557,-0.450318752,-0.256048797,-0.281653677
-0.758823005,-0.450326251,-0.25620302,-0.243392869
-0.75863771,-0.45033372,-0.256357404,-0.246103108
-0.758455587,-0.45034116,-0.256511949,-0.282163144
-0.758276558,-0.450348571,-0.256666654,-0.272066653
-0.758100545,-0.450355953,-0.25682152,-0.267094381
-0.757927477,-0.450363305,-0.256976547,-0.241557954
-0.75775728,-0.450370627,-0.257131736,-0.241703832
-0.757589888,-0.45037792,-0.257287087,-0.277870054
-0.757425234,-0.450385184,-0.257442599,-0.260017025
-0.757263254,-0.450392417,-0.257598274,-0.252446309
-0.757103887,-0.450399621,-0.257754111,-0.239711323
-0.756947073,-0.450406796,-0.257910111,-0.283701122
-0.756792756,-0.45041394,-0.258066274,-0.281292239
-0.756640879,-0.450421055,-0.2582226,-0.278880408
-0.75649139,-0.45042814,-0.25837909,-0.276465626
-0.756344236,-0.450435195,-0.258535743,-0.255950386
-0.756199367,-0.45044222,-0.258692561,-0.261279487
-0.756056735,-0.450449215,-0.258849542,-0.24849556
-0.755916292,-0.45045618,-0.259006688,-0.235696086
